post_id,comment_id,author,body,created_utc,score
1c9sm7j,l0qq4ri,Bethcrunchy,I always say that it's like a pet I need to take care of not get rid of. It's always going to be there . And I learned to calm myself when I don't accomplish something. It's okay I didn't clean up today at least I had lunch. I worked hard at work I deserve to rest and not go home with more work. I deserve peace. My kind of peace and I don't care If others think it's selfish because no one can help me but me,1713794217,3
1c9sm7j,l0qzxxe,jgcraig,"Yes. I used to take naps that felt like waves of anxiety wash over me and make me shiver. I’ve gotten to a point where I can’t nap anymore because I’m too overwhelmed. Or my nervous system is. 

Trauma is definitely the source. ",1713797778,3
1c9sm7j,l0r8h8q,trevorneedsabeer,"I just turned 36 and was first diagnosed with depression when I was 12. For the first time in my life things are improving. I’ve done so much therapy and TMS treatments and nothing has worked. I’ve gotten into exercising for years, getting sun, talking to others about depression and it’s literally done nothing in the long run. The second it gets quiet is when depression rears its ugly face. I was just recently diagnosed with ADHD and it’s improved so many aspects of my life. My anxiety is almost non existent.",1713800735,3
1c9sm7j,l1jiwfm,Enough_Program_6671,Huh? Last 3 sentences? Nobody else mentioned it?,1714246381,3
1c9sm7j,l0t0fad,Ok-Method-9220,"Gonna be honest, all the things you say you did? Those are great, but that’s not what gonna make you feel like you belong here.
What’s going to make you feel like you belong is recognizing fully that we’re all one big cog in the machine. A small part of something bigger. The grand design or whatever. The whole point is to learn and grow in the bodies we’ve been given with the experiences we are given as well.
I’m gonna include a poem that I wrote and I hope that maybe it explains what I mean:

If there were one last path

One last road that I had to go down to reach my destination

The road that leads me to the rest of my lives
I’d choose one of comfort,
Of familiarity

The path with the most green
and the most blue

The path with the most vivid flowers you’ve ever seen and trees that were as wide as they were tall

and I’d sit

And I’d think about how small I am
How small this life is

And how everything is inevitable and that we all will perish being a tiny blip in time.

Our lives aren’t a book

We don’t have a table of contents

And our lives are not made of pages or chapters or even paragraphs.

Our lives are like each letter of each word of each sentence of each paragraph that someone may never read.

We may never accomplish anything great like Einstein or Van Gogh or anyone worth remembering.

But our lives mattered. We breathed the same recycled air.

We’ve looked at the same moon, and we’ve laughed at the same jokes.

We’ve loved just as fiercely and hurt just as deeply as every life before us; and every one after us

And after all of that

After we inevitably turn to dust

the cycle will continue.",1713825384,2
1c9sm7j,l0pwzbc,StrangeAir6637,what does trauma healing mean for you and how do you go about it?,1713779294,1
1c9sm7j,l0rr1dq,Moanerloner,Trauma healing is so important and it actually works. I feel you.,1713807074,1
1c9sm7j,l0s2634,AssumptionEmpty,"A someone who has borderline, I feel you. You can distract yourself from yourself for a short while, but the moment you’re alone with yourself it’s immediately back to square one…",1713810860,1
1c9sm7j,l0s3ttm,anniebarlow,"I absolutely relate to this. 

I’ve come to accept that depression is part of my personality and there’s nothing I can do about it",1713811424,1
1c9sm7j,l1ciiic,Away-Finish-6248,I wish I had  run over by a car so I could have a reason to die ,1714137263,1
1c9sm7j,l1evpk5,True-Juggernaut-7594,"Now it has been 8 years since i was diagnosed with depression. Even while i am on 2 meds, every year I get 1 or 2 extremely strong depressive episodes which lasts at least 1 month.  


I am starting to really think that , we, depressed people, are conscious to the level where we can see that life is originally depressing, but medication is making us less conscious--therefore-- happy... 
I can backup this claim by looking at some unintelligent or stupid people and how they are happy even though they are financially poor or even can't afford more than their daily food. They sleep like a baby and are never anxious...  while, I am financially stable with loving family and friends",1714166979,1
1c9sm7j,l2fw74x,LegalConsequence_97,"shut the fuck up, holy shit",1714763936,0
1c9sm7j,l1j0wzl,MasterOfMaleMultiple,"This post was made by Pfizer , all the comments too",1714239595,-1
1c9sm7j,l0o8ky8,Interesting-Bug-6048,"Yeah haha fuck all of that. Healthy person sees a depressed one, and it looks like such a normal human condition that they think it's self-inflicted so put the blame on you like just think different or gym. Millions of people are sedentary asf or do none of the above and not depressed. But it's kinda like having schizophrenia, except it looks so normal and natural that it's disguised as just you having an awful mindset.

From Dr K I heard depression as a mood disorder is episodic, comes and goes. But chronic, constant one is likely to be trauma related. Head over to c-ptsd, more and more people are starting to see depression as a symptom of trauma",1713745080,43
1c9sm7j,l0oubgv,Mikeythegreat2,It always just feels like you are fighting yourself. The hobbies can help but the day to day can be so hard.,1713754593,18
1c9sm7j,l0p5grt,thatanonymousgirl22,"Never realized that other people did this too. My friends would always tell me I was so ambitious and talented and they would ask how I got the motivation to do all these things, but I could never give them an answer. I knew I did these to pass time and to keep myself distracted from feeling down, but then I kept doubting whether or not I was depressed since I thought if I truly was, then I wouldn’t have the energy to do all these things, but now it all makes sense. 

Things got so bad during the pandemic and it’s getting bad again now that I’m going through another “pause” in my life due to family reasons.",1713760156,9
1c9sm7j,l0v889y,RarefiedAir1,You mention underlying issues. Let’s say someone was depressed for 20 years. Would you say at that point they haven’t resolved their underlying issues?,1713866211,1
1c9sm7j,l0ohak8,saueo,I went to therapy for a bit it didn't help me since most of my experiences would get reported to my parents or the police. I can't tell them what I'm experiencing because that would hurt people. I feel trapped because I need someone to talk to who cares and will give me the right advice. I feel the same way as you and I am only 15. I worry what the future me will do. I do not want to live like this.,1713748782,14
1c9sm7j,l0pghjs,[deleted],[removed],1713766973,3
1c9sm7j,l0onidm,auruner,Amen brother. Some days you just walk with the darkness,1713751493,21
1c9sm7j,l0sk792,[deleted],[deleted],1713817060,1
1c9sm7j,l0toyk0,Tigerclaws44,woodworking is a beautiful hobby,1713835105,1
1c9sm7j,l14zfpv,Key_Ad4558,"Good for you purple unicorn!!! That’s a big deal 🌸 From what you’ve said it sounds like complex trauma, do you think you might have cPTSD? what medication helped you out? ",1714009245,1
1c9sm7j,l195094,Berkowtz,Can we know the name of the medication? In order to ask to my therapist about it?,1714078564,1
1c9sm7j,l0px8yj,Interesting-Bug-6048,"I don't know if it has a name. But Idk if it's even trauma release, youtube said it is.

Create safety by visualization, apparently acts as a cue for the nervous system. And body scan/awareness since it's stored in the body. Your body creates sudden shaking sessions. One professional on youtube said it's a release of super old, ancient, survival energy. I just do that",1713779490,6
1c9sm7j,l0t9fah,VwMishMash,"Beautifully expressed. 
Thanks for sharing.",1713828929,3
1c9sm7j,l0tq0im,Tigerclaws44,"My most constant thought is that I don't belong here, so this is a nice change of perspective. It's a beautiful poem too. thank you.",1713835522,2
1c9sm7j,l0vd8u1,[deleted],"I think what I meant is that depression IS the underlying issue, as in it’s not as simple as “go to the gym” fix. Hobbies won’t do shit if your brain chemistry is off. 

And even with medication, it doesn’t always help. Honestly I’ll rephrase what I said because there really is no “cure”. But it’s a stronger step in helping in the right direction rather than the other things mentioned— which would basically be putting a bandaid over a flesh wound.",1713869532,1
1c9sm7j,l15f8x2,[deleted],"Hey, 

I’m really sorry to hear you’re going through the situation that you are. It’s really rough to feel you need to protect the people who are causing your bad situation and to not be able to express the hurt done to you. 

I’m wondering if there is at least a way for you to get into a new living situation?",1714015893,1
1c9sm7j,l18eb8z,[deleted],[deleted],1714069771,0
1c9sm7j,l0plu28,FishingMoney9783,Makes me even more depressed. I smoke to be ok for being lazy nd do nothing. To then be overwhelmed with self hate and pity.,1713770771,12
1c9sm7j,l0qd8kr,ConfidentClaim,I was a daily smoker for about 9 years. Eventually it started causing me more and more anxiety. I took a break for about 1.5-2 years. Now it is pretty hit or miss. A couple weeks ago I smoked and it was just causing rumination. Yesterday I smoked and it helped me relax. Same exact strain.,1713788789,2
1c9sm7j,l0p9pcu,Representative_Ant_9,I feeeel this,1713762596,3
1c9sm7j,l0uaj2k,[deleted],It makes me feel good to see my projects turn from something into nothing but it’s also hard trying to keep your self super busy all the time to try and keep your mind occupied. It’s something that kind of helped me I know it’s not a real solution to my problems but it helps.,1713844030,1
1c9sm7j,l0s0poa,Nanu_Nana00,"Hey :) Could you post some of these videos you're talking about?
I have complex PTSD and I'm curious about it.
Also I've experienced this kinda shaking in therapy once and it felt sooo relieving. For me it felt like years of ""traumatic pain"" left my body.",1713810362,5
1c9sm7j,l14yv0r,Key_Ad4558,"Visualisation is great, do you do it with the body scan? Do you have the names of the videos you watch for this from YouTube please?",1714009023,2
1c9sm7j,l0tigfa,Ok-Method-9220,"Thank you!

I went through a lot that made me question why I’d be put through all these things and I did a lot of searching and trying to figure life out. The only thing that made sense without the feeling of malice or guilt or betrayal is that our souls are put on this journey or choose this journey in order to learn and grow and of course its going to be hard because nothing that helps you develop as a human is easy.
And if reincarnation exists, our lives have whispers of experience. Our conscience, our intuition maybe. My favorite affirmation in this case is that “it’s no one’s fault, it’s just something that happened”",1713832543,2
1c9sm7j,l0uwdfg,Ok-Method-9220,"The most valuable thing I was ever told was that “you belong because you exist” and idk what it was about that statement that flipped a switch in my brain, but it did. I hope that maybe I helped make a little sense of this giant hamster wheel we call life.",1713857117,2
1c9sm7j,l1j1q7w,MasterOfMaleMultiple,Check the sticky,1714239896,1
